Cycle 1,Cycle 2
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,3.75e-5
0.0,1.25e-5
0.0,0.0001125
2.5e-5,0.0001875
0.0,0.0002625
6.25e-5,0.000675
0.0001875,0.001175
0.000425,0.0025625
0.0009375,0.004775
0.0025375,0.009225
0.00595,0.0144375
0.01165,0.0221125
0.019275,0.029825
0.0317375,0.0383125
0.0423625,0.041725
0.0490125,0.043425
0.04915,0.042275
0.0499375,0.044525
0.0538125,0.0498875
0.0599625,0.05215
0.06275,0.052825
0.0600125,0.05085
0.0578375,0.0514125
0.06175,0.052425
0.06185,0.0528625
0.055375,0.0495
0.0493125,0.0439625
0.0486375,0.042525
0.048175,0.0420875
0.0437875,0.0412625
0.0314,0.038075
0.0199,0.030675
0.0113875,0.0223375
0.0059125,0.0140875
0.002875,0.0081875
0.0011625,0.004375
0.0005,0.0025
0.0002375,0.001125
6.25e-5,0.0005875
3.75e-5,0.0003625
1.25e-5,0.000125
0.0,0.000125
0.0,2.5e-5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
