a,mean_val,stderr_val
0.1000,-0.006926307873834389,0.010429869666963036
0.1086,-0.0065190941032492004,0.013439290767566786
0.1171,-0.00987010469925882,0.01665439605734414
0.1257,0.005711385760870128,0.02090442297789481
0.1343,-0.02754616759594287,0.025449863926783185
0.1429,-0.01954634126668694,0.03202008188006614
0.1514,0.016075046607000168,0.03735530053643066
0.1600,0.002734335769742336,0.04404401611775991
0.1686,-0.032023623698046406,0.0536456886661647
0.1771,-0.08076349322633407,0.06461263087518594
0.1857,-0.10186370528646481,0.07683021564179339
0.1943,0.01452374677012557,0.08270826497057039
0.2029,0.04170731335250945,0.09821768376441266
0.2114,-0.16633806720292357,0.11581119615535251
0.2200,-0.19104252217931117,0.1324387136449327
0.2286,-0.24776817546534544,0.15013195955060585
0.2371,-0.18792474835569625,0.17434565295321178
0.2457,-0.17793651772132174,0.18653351390372275
0.2543,0.03752585940364554,0.22371910786956736
0.2629,-0.19667775106514984,0.24004728443965662
0.2714,0.07131531224767303,0.2632552796171207
0.2800,-0.6761358065709525,0.29564410119490125
0.2886,-0.3839170386033342,0.3259150840179158
0.2971,-0.7387096785961529,0.37413089119732346
0.3057,-0.5418436002688822,0.4373645071576099
0.3143,-0.4153703214246205,0.49465331041122446
0.3229,-0.8866091637746369,0.5282350493860772
0.3314,-1.0715857430833875,0.599998578509031
0.3400,-1.7359369644669131,0.6952673815404298
0.3486,-1.4059640946879604,0.7460974171302275
0.3571,-1.8113873849405067,0.8100823173909057
0.3657,-2.4764128649561474,0.8863760244619114
0.3743,-0.5170429666800326,1.040241824396622
0.3829,-2.8845464215771934,1.145145026715227
0.3914,-0.7372104520448105,1.204403217797856
0.4000,0.3647654623832459,1.2623171176184427
0.4000_S10Ntau2,1.6964851296989094,1.2916543478192266
0.4086,3.028755965313701,1.3064071336137315
0.4171,3.8826019321546132,1.2375494337831792
0.4257,6.111095242920463,1.3185398280684815
0.4343,7.400638990322477,1.3445754128899037
0.4429,4.178562454279384,1.1933353697828468
0.4514,6.233904314236452,1.2385338936702324
0.4600,5.8639236972734565,1.2414928547214417
0.4686,4.412350343475735,1.1331825673380196
0.4771,5.000660615737189,1.1537452966582806
0.4857,3.755362872328257,1.1569666568693113
0.4943,4.3286684120964,1.0687638752718518
0.5029,5.03300177850996,1.1138226491621757
0.5114,3.8722189958747695,1.1178862670718381
0.5200,3.826887491498434,1.0540190453744045
0.5286,3.473963448332544,1.009659878062442
0.5371,4.188371142495239,0.9996815694553604
0.5457,4.207810809956248,0.9992160638641058
0.5543,3.6957305116887547,0.9794040237872396
0.5629,3.991485760370716,0.9941089512561704
0.5714,4.863828835932133,0.9612100513997159
0.5800,4.704655730755975,1.0053693525561533
0.5886,5.170641703726433,1.0252143133588913
0.5971,4.615363579867465,1.0271667310577153
0.6057,4.139034636517892,1.000950442399535
0.6143,2.9321454194790655,1.013420520870257
0.6229,4.385138075890671,0.9571662819486105
0.6314,4.144282886850533,0.9319386261133488
0.6400,2.7228451575374963,0.9269879540341097
0.6486,2.777967038243092,0.9368875917582251
0.6571,3.133989277764241,0.9483950173534073
0.6657,3.0480780944230266,0.9492596076779074
0.6743,3.14751155673463,0.9549092038467442
0.6829,2.8909577505832553,0.9006728832008426
0.6914,3.4714567472603943,0.9497334845987528
0.7000,4.374420085795641,0.9443432356748198
