a,mean_val,stderr_val
0.3000,0.934562965839367,0.0094215016682947
0.3087,1.0061035263881328,0.010208026053773685
0.3174,1.0733270730575233,0.010940571795948532
0.3261,1.1397227454145278,0.01144770161166298
0.3348,1.2544826411710033,0.012436600819397224
0.3435,1.3515438869865062,0.013441650326980522
0.3522,1.4135320685753403,0.01400965102707977
0.3609,1.5667339922417949,0.01567097251517327
0.3696,1.634766934257885,0.015995639348844796
0.3783,1.698920880927458,0.016396057536507046
0.3870,1.776091323721348,0.01722764966145174
0.3957,1.8655077921181895,0.018280755433672573
0.4043,1.9471496511187019,0.018982264765679435
0.4130,2.0371533541920144,0.019516897839724028
0.4217,1.9963928343489472,0.019551794108134384
0.4304,2.09985200561218,0.020454784987672142
0.4391,2.1566499859561445,0.021563419136009128
0.4478,2.0397672725532345,0.01976529318287784
0.4565,2.0330536182507126,0.02044874991882144
0.4652,1.941383959403856,0.019582572893173066
0.4739,1.9303519313692596,0.019435058254341976
0.4826,1.9212398455359092,0.01955257292033663
0.4913,1.9311818073764446,0.019589570889481694
0.5000,1.8179559553414053,0.018552099020503386
