a,mean_val,stderr_val
0.3000,-0.6094452081193958,0.19954017200297988
0.3087,-0.4363791168078441,0.22571516502592623
0.3174,-0.7342372787320369,0.2543924682229945
0.3261,-0.7411298803373388,0.26647764431801824
0.3348,-0.5261772701567199,0.3068117754377076
0.3435,-0.6416632276002112,0.33917654580801865
0.3522,-0.3175814984831649,0.36097944965355777
0.3609,-0.67776674773396,0.43009984112749167
0.3696,-0.8855025778774503,0.43758185956651185
0.3783,0.0403909739611131,0.4536305256114714
0.3870,0.12482719069341028,0.48644372185531043
0.3957,0.5827329425462648,0.5337622378314419
0.4043,1.9829942103532856,0.5691430457013292
0.4130,1.835114079854848,0.5882194277215597
0.4217,2.931358757890624,0.5999638572269612
0.4304,3.9396169931754206,0.6430185420244203
0.4391,5.124341020014512,0.7143323365873919
0.4478,3.5130582241405937,0.595910795926609
0.4565,5.15796133897428,0.6411394308071755
0.4652,4.3089713100665925,0.6092410538339444
0.4739,4.558643729622714,0.6017025985712249
0.4826,5.482068470501093,0.6001277243568285
0.4913,5.179185334040501,0.6130823421873582
0.5000,4.500712515421085,0.55616501668584
