a,mean_val,stderr_val
0.3000,-0.7908632739565375,0.0008544962406314426
0.3087,-0.8401034326579538,0.0008865989413905661
0.3174,-0.8932074709061216,0.0009157394306031755
0.3261,-0.943607235307214,0.0009436381284692639
0.3348,-1.0045527593785983,0.0009900068530537055
0.3435,-1.0641416520440616,0.0010275925549706748
0.3522,-1.1309877594835342,0.0010508934995668478
0.3609,-1.1942872393264443,0.0011063779349958379
0.3696,-1.2621942864194697,0.001130144030053429
0.3783,-1.3235879009800342,0.0011521060305544183
0.3870,-1.3969183131850453,0.0011779816334280165
0.3957,-1.4757776055114082,0.0012072699936775603
0.4043,-1.5512660475252091,0.0012334045278305692
0.4130,-1.6152583335842763,0.001261588537616137
0.4217,-1.6938162505284702,0.0012489034749849992
0.4304,-1.7702023650772025,0.0012808557330765099
0.4391,-1.847022652665065,0.0012980628066009488
0.4478,-1.92837300567034,0.0012623976647932371
0.4565,-2.009490099093395,0.0012603184357083484
0.4652,-2.082352058163825,0.0012315770610835247
0.4739,-2.1574598411602715,0.0012280728213444675
0.4826,-2.234440010036211,0.0012251708784936917
0.4913,-2.3022613988411145,0.0012283367728657423
0.5000,-2.381310849719746,0.0011917840020598744
