q,mean_val,stderr_val
0.1279,-0.030028716424384896,0.08127789707734709
0.139,-0.010792182480008908,0.1773489900723528
0.142,-0.04219962198052766,0.22092100782508156
0.145,0.3255968774285685,0.27597075495642787
0.1481,0.3514045400327556,0.34227964421115764
0.1487,-0.17625555936906184,0.33632235629457263
0.1493,0.18846491145793137,0.3584171263228264
0.1499,-0.5244614774116068,0.3631791030739989
0.1506,0.4933051118881198,0.37409691575674764
0.1512,0.6965817453943192,0.4074155623602709
0.1518,0.686106567636643,0.40954357402220537
0.1525,0.714487231617845,0.4246944693457857
0.1531,0.5163691046431556,0.42463559094023995
0.1538,0.7178689905269232,0.43969445362091947
0.1544,0.4733793943312306,0.4775401075510311
0.155,1.1429378087650588,0.47334479667159557
0.1557,1.8408404350683556,0.4868356085385141
0.1564,1.688544821147061,0.502108660159762
0.157,1.2175824732000977,0.49462827274509596
0.1577,2.2844566567435685,0.5254371836686696
0.1583,2.1217206571209246,0.499455879091692
0.159,1.5196900031533775,0.4715449440732998
0.1597,1.955922011747769,0.4987597221312945
0.1603,1.6097636280948675,0.5039581145222922
0.161,2.3500394354544745,0.5293301539808132
0.1645,2.4808330642002767,0.5159869305177935
0.1679,1.9529876057966267,0.4856192134282821
0.1715,2.16199187437732,0.4976782690063285
0.1751,1.8207447042688563,0.49948310102522964
0.1789,1.9587076824593297,0.5064703647445348
0.185,2.8610284918028803,0.5170565616899394
0.2012,2.4674844910214553,0.48443516510010426
0.2188,2.086878743875794,0.49870485258704395
0.238,1.9178361405972406,0.46021103129481
0.2588,1.984164937888588,0.45510136407825375
0.2815,2.8344332714655045,0.4880435019968185
0.3061,1.68637117920336,0.46402356784900733
0.3329,1.7629738851329593,0.47776826181207654
0.362,1.6476728406487047,0.46391515955981827
0.3937,2.280908989849644,0.4591320655390971
0.4282,2.121721664915097,0.480234711850916
0.4657,2.0281071611888115,0.4674021636887756
0.5065,1.6577553104735134,0.46873309398196916
0.5508,2.54927082262921,0.483266366439624
0.599,2.293120779902241,0.4602385166764703
1.0779,2.635493251025977,0.474510710376671
1.1723,1.8523019173861728,0.48475126801063934
1.3865,1.5829470384126634,0.4830257348029227
1.5079,1.4719566336921364,0.4718298920188464
1.6399,1.7420003506704314,0.4590148008012732
1.7834,1.9671187936029413,0.45887978979580746
1.9396,2.050074994424927,0.48410171402112173
2.1094,1.7851446246812288,0.4933403614996659
2.2941,1.697574824760289,0.48193373540213263
2.4949,2.185813366524466,0.4694435028828479
2.7133,2.409847947089287,0.504066158932022
2.9508,2.191784840717261,0.4919016644255092
3.2092,2.255538290410337,0.5151637909587427
3.4901,2.2090974226892146,0.5162617024560598
3.5641,2.614263015034129,0.5213953389388811
3.6397,2.721568582805415,0.5258293305529321
3.7169,3.296777252480803,0.5545586617114667
3.7957,3.011391117867725,0.5486867621354075
3.8761,2.3340262699115684,0.5284589526507254
3.9583,2.3108011787622322,0.5348761699728178
3.975,3.6754554809259914,0.5896519339440325
3.9917,2.7274563873886333,0.5629454818667106
4.0085,1.581883359545195,0.5103108967760361
4.0254,1.6758057753834317,0.5174883605599604
4.0423,1.506149754977265,0.5312347489297549
4.0593,1.8808074732223696,0.5297107848634363
4.0764,2.0889007369738524,0.5235182452249441
4.0935,0.8297584349252309,0.47778428416986846
4.1107,1.2351403672508061,0.4763638592617835
4.128,0.4424983819032682,0.49386100917303294
4.1454,1.0073841418167897,0.46144516337805597
4.1628,0.5074414221115933,0.4703178444607233
4.1803,0.6354850618319229,0.43059517538126235
4.1979,-0.36975774154407354,0.42840019013897035
4.2155,0.23581970013004616,0.4297677240465626
4.2333,-0.11520179916507163,0.39512143975553327
4.2511,0.2112672711035329,0.37922191793878446
4.2689,0.3292520026918776,0.39063233142194287
4.2869,-0.24390985602512683,0.36885325234503247
4.3049,0.03630465344809715,0.39188095604415085
4.3961,-0.375771169603308,0.30057671567172234
4.4893,-0.2079614689606323,0.24292251699089445
4.5296,-0.3536505670240034,0.21933944677633263
4.9261,-0.04082500642581479,0.09186480997195991
5.3574,-0.022206193732022293,0.04222620738173292
