q,re_mean1,re_err1,im_mean1,im_err1,re_mean2,re_err2,im_mean2,im_err2
0.01105,0.8247624995781305,0.00011027125238150681,-0.000599845741813324,0.00023878429033108371,0.8246541576892746,0.00010954229365497973,-0.0001395730231098507,0.00023792435621685173
0.012020000000000001,0.8638695911476935,8.4903680533477e-5,-4.320250633206806e-5,0.00021425578289425957,0.8639176572098594,8.465660356078506e-5,-0.0004340704369626243,0.00021270305438795046
0.013070000000000002,0.8943902982311014,6.553485486592562e-5,-0.0003763947922753848,0.00019111936791328289,0.8942689514139911,6.612129640608534e-5,0.00032555692086079654,0.00019392483072141808
0.01421,0.9179393386650514,5.102958779672505e-5,0.00020376146470803453,0.00017124494323837342,0.9179974522606194,5.107564435533116e-5,-0.00011235980243612578,0.0001723055156539233
0.015460000000000002,0.9362961773703157,3.972729354693515e-5,-0.0001495823040259008,0.00015385883469557334,0.9363280444382077,3.981838431456494e-5,5.0424405118877e-5,0.00015292809271830733
0.016810000000000002,0.9506040893283025,3.077420117129128e-5,-0.00020071480674224978,0.00013583843479053018,0.9505137151897667,3.127254941947545e-5,1.0658800284203806e-5,0.0001363398818139509
0.01828,0.9616208535032229,2.3882722069960318e-5,-4.911281233241027e-6,0.00012111416121465787,0.961620834108343,2.393164733795746e-5,-7.564198430765896e-5,0.00011940339166740694
0.019880000000000002,0.97022569225845,1.8707980644563748e-5,-0.00010865165433648324,0.00010632188144671426,0.9702426283204575,1.8508074879561942e-5,-8.935075763083952e-5,0.0001071143707945463
0.02162,0.9768847796123213,1.4346822455373384e-5,8.488643091040108e-5,9.396310053544268e-5,0.9768648032946705,1.4507097429626385e-5,-6.48830431902213e-5,9.465596959536822e-5
0.023510000000000003,0.9820664590237089,1.1155890861665154e-5,8.328551054765065e-5,8.304795683090293e-5,0.9820654390616752,1.1161213156707082e-5,-1.5449576238042102e-5,8.325479865394926e-5
0.025570000000000002,0.986092176156885,8.725520281862e-6,-2.973554791624328e-6,7.317911585604133e-5,0.9860846968739044,8.705840887579415e-6,2.7881248196899132e-5,7.277086939920928e-5
0.02781,0.9892050074767863,6.728517742649729e-6,-8.808857202006077e-5,6.502450231036093e-5,0.9891992773191003,6.778782761204316e-6,-8.517314976501596e-5,6.469946406187233e-5
0.030250000000000003,0.9915568076497301,5.13563187197023e-6,-7.570562658618574e-6,5.8414082954832375e-5,0.9915292092343639,5.506391770701131e-6,4.152460094276027e-5,5.310890570497744e-5
0.03289,0.9935039623611039,4.037103222151745e-6,-5.217122569501186e-5,5.036097996339474e-5,0.9935031925839527,4.065367830311482e-6,-4.6807326946960236e-5,4.9782051761987565e-5
0.03577,0.9949605374018392,3.1610393964751013e-6,-1.2906175359045156e-5,4.425127020797535e-5,0.9949678423393367,3.141027370788062e-6,2.4772211634349283e-5,4.4467879889151516e-5
0.03891,0.9960964142294659,2.4442769145840004e-6,-2.1946046247601116e-5,3.9088409107003254e-5,0.9960980669639408,2.436465460340072e-6,-2.866894887462587e-6,3.904526568042853e-5
0.04231,0.9969757123809337,1.8896977628038896e-6,4.6449664664517044e-5,3.441292718041088e-5,0.9969766528233497,1.8965731568579718e-6,-6.542591775523246e-6,3.429441327012075e-5
0.046020000000000005,0.9976532201479078,1.4692162361878089e-6,1.6466025109989332e-5,3.0134435697050975e-5,0.9976579693352998,1.4624699311174916e-6,0.00013067763456828087,3.035799809280176e-5
0.050050000000000004,0.9981844367496732,1.1381150650124267e-6,5.5280382500891115e-5,2.6598522629521215e-5,0.9981828206861577,1.1339833910685219e-6,-1.8906471152654514e-5,2.6613623895616597e-5
0.054430000000000006,0.9985954962313317,8.790909095409254e-7,1.1614411224579819e-5,2.3727564156644145e-5,0.9985942752980991,8.812386843603676e-7,-9.217950456413584e-6,2.352532893166089e-5
0.059190000000000006,0.9989115635302384,6.782534894382281e-7,-3.029718626593153e-5,2.0662346525418118e-5,0.9989120998441278,6.796942623036072e-7,-1.314872307443951e-6,2.0563109453439526e-5
0.06437000000000001,0.9991556796161323,5.301815148048023e-7,-1.875308802627474e-5,1.817032436365618e-5,0.9991567808951961,5.285612459141764e-7,2.0519404283264558e-5,1.822770909251235e-5
0.07614,0.9994965747426322,3.114681701273896e-7,-2.6479487301961886e-5,1.3963369086360704e-5,0.999495734811243,3.163761007839455e-7,-6.7086724789671305e-6,1.3900360424946083e-5
9.898,0.9991511598384546,5.28245835026908e-7,3.400454837702216e-5,1.7271586030477388e-5,0.9991513970341465,5.244341081428231e-7,-1.4725943896063451e-6,1.735261247316835e-5
10.760000000000002,0.9989060449847104,6.838429003543729e-7,-9.862471781440057e-6,2.0597855030953716e-5,0.998906821228562,6.867700504949643e-7,-3.041453099252601e-5,2.0699811357383683e-5
11.710000000000003,0.9985851985205738,8.84502573771884e-7,5.435062461688725e-6,2.367836681443972e-5,0.9985848188892787,8.878807765402715e-7,-1.0499019610784255e-5,2.3480370468830623e-5
12.730000000000002,0.9981669751886216,1.1502490309568476e-6,-1.6691490064777082e-5,2.670148824835748e-5,0.9981698689487017,1.142653173790071e-6,-1.7207119456844847e-5,2.6910216504071115e-5
13.850000000000003,0.9976274659404974,1.4696829834374575e-6,-0.00010090337461837868,3.0161724875100287e-5,0.9976289696532502,1.4788896496489687e-6,-5.2272740117921536e-5,3.0471722539776535e-5
15.060000000000002,0.9969391167496462,1.9204689736664566e-6,-3.161315049570049e-6,3.454197083122005e-5,0.9969371348388051,1.918686219574826e-6,4.5449700464300615e-5,3.4563159172665704e-5
16.380000000000003,0.9960421756255375,2.4804349457942086e-6,1.6289940645050667e-6,3.910460822262179e-5,0.9960443569765964,2.470510251875187e-6,4.049222917743548e-5,3.956940189771673e-5
17.810000000000002,0.9948874136753934,3.2223251673825027e-6,2.2745057903325272e-5,4.4758576700756364e-5,0.994887218742808,3.189222723138686e-6,-8.64272186832913e-5,4.452240382599103e-5
19.370000000000005,0.9933918341198059,4.154060166645833e-6,4.6140541212128304e-5,5.0791379535600805e-5,0.9933921728645412,4.139942063613e-6,6.307192281283193e-5,5.0547022532605755e-5
21.070000000000004,0.9914511270033143,5.467675442151535e-6,4.403004551658038e-6,5.5099199098477724e-5,0.9914512194451769,5.21399317554771e-6,-1.967199822090196e-5,5.8144029638201945e-5
22.910000000000004,0.9889947007237649,6.900261153447616e-6,3.0181721629775027e-5,6.505985579701754e-5,0.9890057877719395,6.915600854792949e-6,-6.325342982273e-5,6.516100618648341e-5
24.920000000000005,0.9857844937798924,8.927522147408675e-6,2.6792103239096326e-5,7.317723999192617e-5,0.9858050997141101,8.932975960123146e-6,-0.00011806807984303715,7.335767829191214e-5
27.100000000000005,0.9816797318285889,1.138718665575762e-5,1.5444000617523898e-5,8.389185824086234e-5,0.9816596712845866,1.150683711489049e-5,7.291209068463082e-5,8.414962067539514e-5
29.470000000000006,0.9763898332787306,1.4761590028946448e-5,4.20520629931796e-5,9.517911586280277e-5,0.9763258499650764,1.480120870077322e-5,3.162233030036752e-5,9.47872740976889e-5
32.050000000000004,0.9694990740092376,1.902708615788066e-5,0.000123285865067013,0.00010696437861113447,0.9694956115513207,1.9140911810568096e-5,8.358708163270005e-5,0.00010796903071294394
34.86000000000001,0.9606595392673196,2.4619118908544255e-5,-8.026536496855927e-5,0.00012126649050918073,0.9607335543675574,2.435222664893459e-5,-4.043910247937597e-5,0.00012126316316259548
37.91000000000001,0.9492966036054746,3.169841224629567e-5,0.00016676061964129293,0.00013720473575774887,0.9492846190715354,3.1943553367772634e-5,0.0002680896333106289,0.00013694538833033438
41.23000000000001,0.9345999060364371,4.0569017115274425e-5,0.0001433812196514952,0.00015539019604049242,0.9346314131352552,4.0708411098207766e-5,-1.9129244395584854e-5,0.00015446210067851632
44.830000000000005,0.9157672087933333,5.249103772096794e-5,-0.00015526113062937376,0.00017384634975442867,0.9157765142270539,5.239287656617582e-5,0.00018922466627467675,0.00017269583639028128
48.76000000000001,0.8914192344644982,6.861368042228944e-5,-0.00010274244434432891,0.00019440484549798043,0.8912349099807582,6.852236236927987e-5,0.00016945348345106886,0.00019580055804432995
53.03000000000001,0.8600586078181964,8.694971221132515e-5,-8.869320508647985e-5,0.00021649996687934982,0.8600124615073617,8.691035019072481e-5,-7.389844228295517e-6,0.00021632820286502519
57.67000000000001,0.8193911587718139,0.0001126657617695218,-8.067072001150528e-5,0.00024296267392923996,0.8195897133312208,0.00011347615120605921,-7.060369496886185e-5,0.0002401232408014523
62.72000000000001,0.7675342463857414,0.0001456602362505345,-2.9879794699403607e-5,0.0002634713897558352,0.7676498071624818,0.00014670297889239717,-7.278217143411969e-5,0.0002654504268228418
68.21000000000001,0.6996218456611488,0.0001871464663444409,0.00010232291313277173,0.0002852803048445834,0.7002203277228986,0.00018639297995608705,-9.379123854988569e-5,0.00028524729147052515
74.18000000000002,0.6122273132226749,0.0002452509754980296,-2.0757848154713865e-5,0.000301899013293066,0.6126365006724244,0.00024244041566266926,-1.4254001898290359e-5,0.000306259069635551
75.76000000000002,0.5858812124607689,0.0002607566027275088,0.000275095632103527,0.00030750954555116986,0.585779061744453,0.000264180392941398,-0.0005328451118564957,0.00030904031040434563
77.36000000000001,0.558952615748271,0.0002781362738587074,-0.0006678099694169906,0.00031159759096763837,0.5586572703462352,0.00027875899835038434,-0.000825743954542982,0.00030841228437239617
79.00000000000001,0.529687590408379,0.0002908198420893294,0.0007738446611330037,0.0003109779064859619,0.5303024319135772,0.0002903322993396965,0.0010195699211272022,0.0003100131360874374
80.68000000000002,0.4994085453016364,0.00030105151089339886,0.001737189714062292,0.0003146650246721205,0.5000327999424399,0.00029845182864929125,-0.0006045955378104194,0.00031561481769529643
81.02000000000001,0.49363733150956307,0.000302798694676181,0.00013512513219668415,0.00031302015871190734,0.49431580682642545,0.0003063021770360964,0.0002443819329722544,0.0003133191078891601
81.36000000000001,0.4884494541809123,0.0003037160687352027,0.0006657112448013209,0.0003129473902541943,0.4888103726964722,0.00030307857245835917,0.0004527362472113012,0.0003125306071689529
81.70000000000002,0.48205896921484054,0.00030510877654987476,-0.0002545677965372788,0.000311143105017239,0.4831167767197608,0.00030528526598532825,0.0003836087331299098,0.0003092835856671515
