Cycle 1,Cycle 2
6.5625e-5,5.625e-5
4.6875e-5,6.25e-5
5.625e-5,6.875e-5
7.5e-5,7.5e-5
8.4375e-5,6.25e-5
5.3125e-5,0.0001
0.000103125,0.000115625
0.000140625,0.000109375
0.0001375,0.0001375
0.00026875,0.0002875
0.00034375,0.00034375
0.00046875,0.000459375
0.000675,0.00065625
0.000884375,0.001003125
0.001396875,0.0014
0.001865625,0.001878125
0.002615625,0.002675
0.003521875,0.003559375
0.00456875,0.0046125
0.00569375,0.0055375
0.00671875,0.00639375
0.007609375,0.00743125
0.008075,0.008334375
0.008725,0.008653125
0.00874375,0.00928125
0.0100625,0.01010625
0.0109125,0.01085625
0.012146875,0.012109375
0.012621875,0.012453125
0.01325,0.013021875
0.0138,0.013790625
0.014534375,0.01459375
0.01555,0.015421875
0.015953125,0.016040625
0.016428125,0.016565625
0.017440625,0.017096875
0.017878125,0.018009375
0.01823125,0.018259375
0.018546875,0.018815625
0.019484375,0.019425
0.019571875,0.01975625
0.020190625,0.019859375
0.02078125,0.020571875
0.02043125,0.021115625
0.020984375,0.02095
0.021634375,0.02178125
0.021428125,0.021434375
0.021409375,0.021125
0.02193125,0.021859375
0.0218125,0.021971875
0.021759375,0.021546875
0.021884375,0.022096875
0.021509375,0.021615625
0.021346875,0.0214
0.021515625,0.021246875
0.021228125,0.02108125
0.020696875,0.02140625
0.020553125,0.02063125
0.020321875,0.01995
0.01976875,0.019684375
0.0194125,0.019734375
0.018484375,0.018359375
0.0183,0.018171875
0.01824375,0.018159375
0.01714375,0.017240625
0.01648125,0.016453125
0.015853125,0.01571875
0.015425,0.015625
0.014478125,0.01459375
0.01355625,0.01398125
0.01334375,0.013146875
0.012615625,0.012759375
0.012040625,0.011828125
0.01075,0.010803125
0.00985625,0.00980625
0.008959375,0.009278125
0.00880625,0.008659375
0.00830625,0.00835
0.007565625,0.007240625
0.00680625,0.006634375
0.005534375,0.005709375
0.00449375,0.004409375
0.003634375,0.00343125
0.002640625,0.00243125
0.001925,0.001928125
0.001340625,0.001396875
0.001053125,0.000909375
0.000696875,0.00065625
0.0004875,0.000465625
0.000346875,0.000296875
0.0001875,0.000221875
0.000190625,0.00015
0.000115625,9.375e-5
0.0001,8.125e-5
6.5625e-5,7.1875e-5
7.8125e-5,5.0e-5
3.125e-5,5.0e-5
5.0e-5,6.25e-5
2.5e-5,5.3125e-5
3.75e-5,4.375e-5
