Cycle 1,Cycle 2
3.125e-6,0.0
0.0,6.25e-6
0.0,0.0
0.0,9.375e-6
3.125e-6,3.125e-6
3.125e-6,0.0
1.5625e-5,1.5625e-5
1.25e-5,1.875e-5
1.25e-5,3.125e-5
2.8125e-5,5.625e-5
1.5625e-5,2.5e-5
7.1875e-5,6.25e-5
0.000121875,0.000115625
0.000146875,0.000228125
0.00025,0.00026875
0.000428125,0.000434375
0.000721875,0.00065
0.00114375,0.001134375
0.001728125,0.001865625
0.002425,0.0024625
0.00386875,0.00379375
0.005103125,0.004865625
0.006728125,0.006665625
0.007853125,0.007621875
0.009190625,0.009209375
0.009740625,0.00965625
0.010346875,0.009884375
0.010646875,0.010796875
0.011790625,0.01195
0.0133,0.013065625
0.013753125,0.014278125
0.014315625,0.014396875
0.015875,0.015240625
0.0163125,0.01656875
0.017121875,0.01749375
0.017925,0.01735625
0.01863125,0.018771875
0.019978125,0.019778125
0.019940625,0.01985
0.0206375,0.02079375
0.021140625,0.021175
0.0217875,0.02233125
0.022075,0.02214375
0.022859375,0.022865625
0.022875,0.02265
0.023659375,0.023596875
0.023890625,0.02353125
0.0239625,0.024021875
0.023965625,0.024096875
0.02396875,0.023909375
0.02413125,0.023640625
0.024390625,0.02428125
0.02375625,0.023759375
0.023896875,0.023871875
0.022778125,0.02323125
0.023353125,0.0231375
0.022496875,0.022953125
0.022384375,0.022534375
0.021825,0.02146875
0.02156875,0.021728125
0.020425,0.020465625
0.02003125,0.01995
0.01981875,0.019684375
0.018825,0.0185625
0.017684375,0.017628125
0.017490625,0.017440625
0.01665,0.016740625
0.0151125,0.01515
0.014825,0.01459375
0.013803125,0.014140625
0.013275,0.013096875
0.012065625,0.01198125
0.01045625,0.0108
0.010003125,0.010165625
0.009653125,0.009765625
0.009009375,0.0090875
0.007953125,0.00778125
0.006540625,0.0066875
0.0049625,0.0051375
0.003709375,0.003828125
0.002459375,0.0023625
0.0016875,0.001659375
0.001090625,0.00113125
0.000625,0.0006375
0.000378125,0.00045625
0.000221875,0.000271875
0.000115625,0.00011875
5.3125e-5,9.0625e-5
5.9375e-5,3.75e-5
2.8125e-5,5.0e-5
1.25e-5,4.375e-5
3.125e-6,3.125e-5
3.125e-6,1.25e-5
0.0,9.375e-6
9.375e-6,9.375e-6
3.125e-6,9.375e-6
0.0,9.375e-6
0.0,3.125e-6
0.0,6.25e-6
0.0,9.375e-6
