q,re_mean1,re_err1,im_mean1,im_err1,re_mean2,re_err2,im_mean2,im_err2,re_mean3,re_err3,im_mean3,im_err3
0.0005233,0.15697037084588844,0.000315020108017381,0.0001618112227080837,0.000312188108414132,0.15658597430030452,0.0003110892735746746,-0.0013866483342908707,0.0003128265697802674,0.15696410286365708,0.00031199260900090795,-0.00021749155529709422,0.0003094589537552643
0.0006010999999999999,0.24582216145415223,0.0003135822459298627,0.00019892559880301243,0.0003145051605565296,0.24565127140100249,0.0003121629137624312,-0.0011938545749567056,0.00031161534177080464,0.24600893991657413,0.00031141559281976864,-0.0006268519275604017,0.00031247064687074227
0.0006858999999999999,0.3921753233106987,0.0003141731973412153,-0.00012155430729935208,0.00030953289557888764,0.3926564140140041,0.0003145527037829997,-0.00046879644886988067,0.00030935707806080273,0.39295893069742205,0.000312892863850894,0.0008138375152820028,0.00030969473007561287
0.0006904999999999999,0.4018175798256888,0.00031244706325788676,0.0002341714146496319,0.00030944083273357043,0.40261122912691505,0.00031648579996467716,-2.3708087430464287e-5,0.0003132768149875355,0.4026966969846593,0.0003134321279527348,-0.00041222707534480254,0.0003079015001177996
0.0006906,0.4022083315002542,0.0003176943738725983,-7.269306027572178e-5,0.00031322808187138866,0.4017235196915363,0.0003173820571149732,0.0009309647677610748,0.00031693031086419836,0.4018603670376373,0.0003180060276643144,-0.0007556065592712222,0.0003143597619873969
0.0006954,0.4141430381548347,0.00031450698289797133,0.00010758742871666636,0.00031259442369091614,0.4138549811989036,0.00031463338090209137,-0.0007787297176874412,0.0003083058652454003,0.4154737472557983,0.0003156788116937974,0.0014647621926897202,0.0003164477866645148
0.0007003,0.4245922304383339,0.0003153157418877145,0.00079252871369811,0.0003127343497919226,0.42582699765946364,0.0003106062940082121,-0.000186568534347755,0.00031309619293702076,0.4244636494613391,0.0003152798793809095,-0.0016889916152961052,0.000312194498459213
0.00071,0.4513377348560472,0.000313535543532948,-3.057021391246466e-5,0.000311668629094869,0.4509874788574516,0.0003142604425106027,-0.0008194935512669151,0.0003110553643460944,0.45068215805837153,0.0003121268571973878,0.0010869819308323837,0.00030832310337203955
0.0007149999999999999,0.4624726589445918,0.00030811639807684036,0.00018442015331300755,0.0003105598961340607,0.4635028921932779,0.0003123735635193031,0.000825986411029289,0.0003135778621212953,0.46344983817455204,0.0003126407888758786,-0.0008195163343644687,0.00031160785624944216
0.0007199,0.47631116573332527,0.0003109220157289871,0.0014772943954499238,0.0003137160237283469,0.4757652429464954,0.0003133434361402965,-0.000716604553190385,0.00031260347078345774,0.4761510404324554,0.0003132448172167091,-0.0008972877693579306,0.0003126946810558267
0.000725,0.4900034451530324,0.000302967457985587,8.860356537956629e-5,0.000308054890281337,0.48973168302370024,0.0003038622885262101,0.00017405738620804322,0.00030687140441372593,0.49028458146359116,0.0003045994897821469,-0.0009305834771402028,0.00030858259266383143
0.0007350999999999999,0.5166857943519966,0.0002959861041841827,0.0014464287255021603,0.000309315685344671,0.516579124292985,0.0002927479104600154,-0.0012504629769159743,0.00030678803620901376,0.516350137110961,0.0002917257928673628,-0.00019626352238177934,0.00030998108558756424
0.0007402,0.5289415373830696,0.00028750063883780047,0.00013443882060141076,0.0003069143121014133,0.5289906184829253,0.0002818083533612098,-0.0011291064807306733,0.00030450134236840944,0.5291001850262982,0.0002856506327883767,0.0006029641440637055,0.00030484887382732634
0.0007452,0.5404143057750569,0.0002762857540139847,0.0003883587229336068,0.0003093555267460752,0.5411464186903137,0.0002782819753860265,-1.3511494281043124e-5,0.0003046784957431647,0.5400720773856358,0.00027906140900755183,-0.0003790688011667976,0.000305656097801387
0.0007453,0.5408746332573284,0.00028143908502755946,0.0010725291921340546,0.00030371053318365863,0.5408785562394445,0.0002787797678015665,-0.0016091288040502992,0.00031042239430955807,0.5409410629910837,0.0002775584229737453,-0.0007271455685696985,0.0003083427753235625
0.0007503999999999999,0.5517620935610619,0.0002748479856919335,0.0009652733113793495,0.0003049551530183541,0.5508955292012181,0.0002710964581954475,0.001122308276031158,0.00031237761558362983,0.5515497350780665,0.0002745358585007675,-0.0012619572171706022,0.0003049120870305608
0.0007505,0.5522919904397285,0.00027047861648746426,0.0012797169114969027,0.00030403022511054777,0.5519042523690441,0.000271290253013943,-0.00016270049430274324,0.0003057702458252859,0.5521491201330566,0.00027259691243367224,-0.00042605238321897707,0.00030661463813273196
0.0007555999999999999,0.5634494231563344,0.00026564079100853974,-0.0006676798286893591,0.00030703522926668294,0.5631425974705544,0.00026632032832843634,-0.00018109012216677948,0.00030827213244589643,0.5633320604810005,0.0002625115813105363,0.0006936075691152385,0.00030551855477706794
0.0007609,0.5731763658925313,0.00026095017887151995,-0.0009650338723287391,0.0003032578216089874,0.5723305382900238,0.00025898084691534213,0.00010018824484487903,0.0003031061082184542,0.5736800006236421,0.000256867555232859,0.0009536995930319002,0.0003018379508511263
0.000761,0.5740003745621851,0.00025747590622583305,-0.0010834613321000373,0.00030614395167809536,0.5733402710301245,0.00025872010147629925,9.194737607885218e-5,0.0003069090237839978,0.5727858049963628,0.000260480847555588,0.0008274131642558093,0.000305691267604551
0.0007662999999999999,0.5837468797252819,0.00024963530613867735,-5.343142991504468e-6,0.00030142786453867833,0.5838374224620895,0.0002537638014198821,-0.00017519946017856898,0.00030556239038412737,0.5838271263099468,0.00025357556838237304,-0.0003640736667856727,0.000297748118704858
0.0007714999999999999,0.5932396898588981,0.0002479354929366336,-0.0003194291449007654,0.0003037987898677239,0.5927714700143956,0.00024923667103246154,4.212536379686149e-5,0.00030047371173317006,0.5932527381744807,0.0002489374390236406,0.00012833814625942984,0.0003048650860304817
0.0007716,0.5931535698140664,0.000247044155644526,-0.00026684277305542094,0.0002982414964192519,0.5925571414717767,0.00024773882076052053,0.0002472394276254553,0.0002996002369868991,0.5934881943023956,0.00024977243548735315,-1.1628360556056294e-5,0.00030185130049549097
0.0007769,0.602811645561432,0.0002415965345573617,0.0005688970468153526,0.0002943352678980389,0.6028207770541346,0.0002410981888196067,-0.0005844841050018031,0.0003007996301603068,0.602792106013798,0.00023920123480563325,0.0002907074183684697,0.00029982211915855687
0.0007769999999999999,0.603270331821475,0.00024011159126076023,-0.00021594141720324923,0.00030478042486478966,0.6032488077483202,0.0002391366392045041,0.0004515331344359389,0.00030046771101911263,0.6030674538585924,0.0002391512542096911,1.2071242301341734e-5,0.0002996239429409549
0.0007823,0.6118235991085024,0.00023343543630120807,-0.0009902718342812713,0.00029942335751761414,0.6121023953744996,0.00023353102677751262,0.0007709361746473341,0.00030032512844440067,0.6114573603056156,0.00023511091814177104,-0.0004936146406281347,0.0002991450872870967
0.0007877,0.6201704386511568,0.0002305505311015554,0.001012559242243105,0.00029909497583084123,0.6202799958840229,0.00023154320413188955,-0.000763758700637082,0.00030009331579840796,0.6205605244619734,0.0002273469307461073,3.407129869697876e-5,0.00030001931464657816
0.0007932,0.6292164471046726,0.00022240684672779378,-0.0001542054489210868,0.0002964486902441922,0.6291068802918683,0.00022491036891611168,-0.0009340848625670993,0.0002932008395359628,0.6292113403748739,0.00022513870720711936,0.0004514649165060597,0.0002953231907244516
0.0007987,0.6378214819818193,0.00022027726166385715,-0.0010111146219765083,0.0002906408926867063,0.6372021392469512,0.00021925004400407766,0.0011897293509558998,0.00029788654816206774,0.6380194462286322,0.00021843302752996388,0.00017955508072802626,0.0002952968977552523
0.0008043,0.645531553372266,0.0002171012559880321,-0.001288731332487067,0.0002922285935818247,0.6458840590181171,0.0002156278348626845,-0.0001277328770899806,0.0002950165213058846,0.645613664373061,0.0002154013026569349,0.0011838500815774936,0.0002950918070632651
0.0008099,0.6533305541822354,0.00020892644341551558,-0.0005207336588331577,0.00029547747054069434,0.6536510005863907,0.00020962604483478118,-0.0004038061400274506,0.0002930994917553201,0.6538594107687202,0.00021038980340471028,0.0008231814957062607,0.00029299438095743723
0.0008154999999999999,0.6611574057129632,0.00020378260288851836,0.0006904724890472763,0.000293787992280784,0.6619154196081718,0.0002050943026033117,-0.00030234542052618135,0.000290319470341213,0.661455027603438,0.0002050461021736021,0.0004605823346753381,0.0002935552854681897
0.0008269,0.6760899263733134,0.00019772290716348257,-0.00035012896449540136,0.00028721728043518607,0.6758951392515815,0.00019656329349714718,0.00046985812990154967,0.00028857510479969627,0.67627798415225,0.00019842074314135036,-0.0003396949004162716,0.00028840118570228973
