Cycle 1,Cycle 2,Cycle 3
0.0010714285714285715,0.0011547619047619047,0.004589285714285714
0.0009226190476190477,0.0010416666666666667,0.0043214285714285715
0.0011666666666666668,0.0012916666666666667,0.004714285714285714
0.0012142857142857142,0.001351190476190476,0.00493452380952381
0.00125,0.0013154761904761905,0.004755952380952381
0.0011190476190476191,0.0015892857142857143,0.0051964285714285715
0.0014345238095238096,0.001642857142857143,0.005089285714285715
0.0014821428571428572,0.0018333333333333333,0.0052202380952380955
0.0016726190476190476,0.001892857142857143,0.005160714285714286
0.0019940476190476192,0.0023511904761904763,0.005577380952380953
0.0023095238095238095,0.002416666666666667,0.005833333333333334
0.002630952380952381,0.0025654761904761905,0.005994047619047619
0.0027142857142857142,0.002988095238095238,0.006011904761904762
0.0032202380952380955,0.0034702380952380952,0.006541666666666667
0.004047619047619047,0.003642857142857143,0.006672619047619048
0.004351190476190476,0.003946428571428571,0.006827380952380952
0.005130952380952381,0.004970238095238095,0.007767857142857143
0.00556547619047619,0.005482142857142857,0.007345238095238096
0.005982142857142857,0.006089285714285715,0.007845238095238096
0.006791666666666666,0.006511904761904762,0.008297619047619048
0.007625,0.007238095238095238,0.008357142857142856
0.008208333333333333,0.007857142857142858,0.008809523809523809
0.008607142857142857,0.00824404761904762,0.008880952380952382
0.008797619047619047,0.00919642857142857,0.009672619047619048
0.009738095238095238,0.009976190476190477,0.009523809523809525
0.010416666666666666,0.010255952380952381,0.010011904761904762
0.010922619047619047,0.011113095238095238,0.010696428571428572
0.011458333333333333,0.01113095238095238,0.010863095238095238
0.011589285714285713,0.011642857142857142,0.011232142857142857
0.012232142857142856,0.012529761904761905,0.011035714285714286
0.013666666666666667,0.012910714285714286,0.012261904761904762
0.014095238095238095,0.01430357142857143,0.012458333333333333
0.014428571428571428,0.014279761904761904,0.01225
0.014875,0.014922619047619047,0.012755952380952382
0.015261904761904761,0.015511904761904761,0.013083333333333334
0.015720238095238096,0.015613095238095238,0.012976190476190476
0.015452380952380952,0.016279761904761905,0.01375595238095238
0.016535714285714286,0.016595238095238097,0.01405952380952381
0.01718452380952381,0.017130952380952382,0.01405357142857143
0.0175,0.01788095238095238,0.014589285714285714
0.018077380952380952,0.018017857142857144,0.014625
0.018363095238095237,0.018339285714285714,0.014732142857142857
0.018226190476190476,0.018273809523809526,0.01494047619047619
0.01869047619047619,0.018464285714285714,0.015488095238095238
0.018863095238095238,0.018648809523809522,0.014690476190476191
0.019797619047619047,0.019333333333333334,0.014678571428571428
0.019327380952380954,0.019422619047619046,0.015476190476190477
0.019291666666666665,0.01913690476190476,0.01494642857142857
0.01926190476190476,0.01981547619047619,0.015648809523809523
0.01950595238095238,0.019702380952380954,0.015607142857142858
0.019297619047619046,0.018583333333333334,0.01506547619047619
0.018904761904761903,0.019220238095238096,0.015547619047619048
0.01975595238095238,0.01950595238095238,0.015696428571428573
0.01854761904761905,0.01943452380952381,0.01500595238095238
0.01911904761904762,0.01881547619047619,0.015011904761904763
0.01867857142857143,0.019196428571428573,0.015166666666666667
0.019148809523809523,0.01867857142857143,0.014755952380952382
0.018726190476190476,0.01829761904761905,0.014982142857142857
0.018107142857142856,0.018375,0.014654761904761905
0.01755952380952381,0.017791666666666667,0.01424404761904762
0.017505952380952382,0.017488095238095237,0.013327380952380952
0.017297619047619048,0.016708333333333332,0.014083333333333333
0.016666666666666666,0.01645238095238095,0.014529761904761905
0.016023809523809524,0.016398809523809524,0.013023809523809524
0.015833333333333335,0.015107142857142857,0.014011904761904762
0.014952380952380953,0.015678571428571427,0.012779761904761905
0.015148809523809524,0.015238095238095238,0.012803571428571428
0.014321428571428572,0.014678571428571428,0.011946428571428571
0.013797619047619048,0.013363095238095238,0.012
0.013392857142857142,0.01331547619047619,0.01206547619047619
0.012035714285714285,0.01275,0.011458333333333333
0.012196428571428572,0.011773809523809523,0.01138095238095238
0.011017857142857143,0.011113095238095238,0.011083333333333334
0.011351190476190477,0.011089285714285715,0.010345238095238095
0.010130952380952381,0.010470238095238095,0.010005952380952381
0.009785714285714286,0.009880952380952381,0.009541666666666667
0.009267857142857144,0.009446428571428571,0.009702380952380952
0.008625,0.008446428571428572,0.009410714285714286
0.008089285714285714,0.007755952380952381,0.008809523809523809
0.007958333333333333,0.007339285714285714,0.008708333333333334
0.0071190476190476195,0.006315476190476191,0.008815476190476191
0.006291666666666667,0.0061726190476190474,0.007642857142857143
0.005464285714285714,0.005303571428571428,0.0075297619047619046
0.0050416666666666665,0.004464285714285714,0.007232142857142857
0.0044761904761904765,0.004166666666666667,0.0067321428571428575
0.0038095238095238095,0.0037797619047619047,0.006535714285714285
0.003357142857142857,0.0031785714285714286,0.006077380952380952
0.0029821428571428573,0.003101190476190476,0.006071428571428571
0.0025416666666666665,0.0025476190476190477,0.006065476190476191
0.002089285714285714,0.002458333333333333,0.005952380952380952
0.002130952380952381,0.0020416666666666665,0.005571428571428572
0.001755952380952381,0.0018154761904761905,0.005541666666666667
0.0017023809523809524,0.0016726190476190476,0.005005952380952381
0.0013988095238095237,0.0016785714285714286,0.005238095238095238
0.0013035714285714287,0.0015119047619047618,0.00469047619047619
0.0011964285714285714,0.0013035714285714287,0.004488095238095238
0.0010952380952380953,0.0012976190476190477,0.004833333333333334
0.0010535714285714287,0.001101190476190476,0.004607142857142857
0.0010892857142857143,0.0011964285714285714,0.004654761904761905
0.0010654761904761905,0.0011845238095238096,0.0047083333333333335
