Cycle 1,Cycle 2
0.0,0.00316875
0.0,0.003196875
0.0,0.0032125
0.0,0.0032625
0.0,0.003478125
0.0,0.003396875
0.0,0.00365
0.0,0.003875
0.0,0.004028125
0.0,0.004321875
0.0,0.004365625
0.0,0.004790625
0.0,0.005109375
0.0,0.005465625
0.0,0.005790625
0.0,0.006059375
0.0,0.006265625
0.0,0.00695625
0.0,0.00735625
0.0,0.0076875
0.0,0.007934375
0.0,0.00838125
0.0,0.008746875
0.0,0.009459375
0.0,0.009671875
0.0,0.01055
0.0,0.010721875
0.0,0.01060625
0.0,0.01161875
0.0,0.012271875
0.0,0.012390625
0.0,0.012709375
0.0,0.0132375
0.0,0.01345625
0.0,0.0139
2.8125e-5,0.014178125
0.00051875,0.014753125
0.004459375,0.0146125
0.016628125,0.014909375
0.028459375,0.01571875
0.0303625,0.01629375
0.03759375,0.01579375
0.040159375,0.0163625
0.042584375,0.01618125
0.046125,0.016375
0.048515625,0.01655
0.049315625,0.01680625
0.050934375,0.0172875
0.05189375,0.016825
0.05255625,0.016425
0.051915625,0.016909375
0.05190625,0.016903125
0.0508,0.01711875
0.0494625,0.01678125
0.048365625,0.0166
0.046603125,0.016453125
0.043003125,0.016334375
0.039909375,0.0158625
0.03784375,0.016490625
0.03055,0.015709375
0.027940625,0.015603125
0.016596875,0.0151625
0.004359375,0.01474375
0.000565625,0.01445
4.0625e-5,0.014453125
3.125e-6,0.0137875
0.0,0.013715625
0.0,0.013246875
0.0,0.0123375
0.0,0.01248125
0.0,0.011846875
0.0,0.011746875
0.0,0.01125
0.0,0.01043125
0.0,0.0102
0.0,0.00979375
0.0,0.0094375
0.0,0.0087
0.0,0.008534375
0.0,0.007953125
0.0,0.007575
0.0,0.007159375
0.0,0.006978125
0.0,0.0064375
0.0,0.00624375
0.0,0.00576875
0.0,0.005334375
0.0,0.00533125
0.0,0.004715625
0.0,0.004609375
0.0,0.004553125
0.0,0.003915625
0.0,0.003771875
0.0,0.003371875
0.0,0.003475
0.0,0.00335625
0.0,0.003053125
0.0,0.00293125
0.0,0.00309375
0.0,0.003121875
