Cycle 1,Cycle 2
0.0,0.007903125
0.0,0.007940625
0.0,0.00820625
0.0,0.00781875
0.0,0.00825
0.0,0.0081
0.0,0.0082625
0.0,0.00815625
0.0,0.0083625
0.0,0.008234375
0.0,0.008496875
0.0,0.008478125
0.0,0.008503125
0.0,0.0085625
0.0,0.00915
0.0,0.008934375
0.0,0.008853125
0.0,0.00928125
0.0,0.009165625
0.0,0.009371875
0.0,0.00963125
0.0,0.009559375
0.0,0.009565625
0.0,0.00995625
0.0,0.010178125
0.0,0.009671875
0.0,0.010146875
0.0,0.010675
0.0,0.010190625
1.5625e-5,0.010565625
4.0625e-5,0.010571875
0.000328125,0.010740625
0.001565625,0.0110875
0.00533125,0.0112875
0.01273125,0.010975
0.0190875,0.010921875
0.021278125,0.011278125
0.0235625,0.011578125
0.02686875,0.011490625
0.027875,0.011409375
0.031459375,0.0117125
0.03158125,0.011934375
0.034403125,0.01148125
0.035125,0.01168125
0.03673125,0.011915625
0.03693125,0.012178125
0.03799375,0.012075
0.0389125,0.01175
0.0386625,0.01225625
0.039428125,0.011815625
0.03915,0.0118125
0.038890625,0.01199375
0.03884375,0.012078125
0.0381125,0.011775
0.037490625,0.012184375
0.036253125,0.0118375
0.03495,0.011625
0.034315625,0.011503125
0.0318625,0.011528125
0.030953125,0.011759375
0.028259375,0.01168125
0.027221875,0.011365625
0.023490625,0.011525
0.021065625,0.0112125
0.01915625,0.01125
0.012721875,0.0110375
0.005296875,0.010984375
0.0016625,0.011259375
0.000315625,0.010690625
6.5625e-5,0.010621875
9.375e-6,0.01064375
0.0,0.0104125
0.0,0.010225
0.0,0.010378125
0.0,0.010115625
0.0,0.00970625
0.0,0.009653125
0.0,0.009625
0.0,0.00953125
0.0,0.009428125
0.0,0.009271875
0.0,0.009440625
0.0,0.009021875
0.0,0.008728125
0.0,0.009159375
0.0,0.00895625
0.0,0.009009375
0.0,0.008571875
0.0,0.0085125
0.0,0.008190625
0.0,0.00839375
0.0,0.00794375
0.0,0.008178125
0.0,0.008346875
0.0,0.00803125
0.0,0.008103125
0.0,0.00809375
0.0,0.0081375
0.0,0.008134375
0.0,0.00801875
