Cycle 1,Cycle 2,Cycle 3
1.25e-5,1.25e-5,3.125e-5
1.875e-5,3.4375e-5,1.25e-5
1.5625e-5,2.5e-5,2.8125e-5
2.8125e-5,2.1875e-5,1.875e-5
3.125e-5,2.5e-5,5.0e-5
2.5e-5,5.0e-5,5.9375e-5
7.8125e-5,9.375e-5,4.6875e-5
6.875e-5,9.375e-5,0.000109375
0.000134375,0.00014375,0.00010625
0.000228125,0.000221875,0.000178125
0.000315625,0.000240625,0.000246875
0.000521875,0.000496875,0.00045
0.000825,0.000740625,0.00064375
0.001115625,0.00103125,0.00095625
0.001540625,0.0014125,0.00139375
0.0021875,0.0022,0.00218125
0.002934375,0.002928125,0.002959375
0.004109375,0.00430625,0.004125
0.00513125,0.005215625,0.005396875
0.00635625,0.006471875,0.006359375
0.007346875,0.007321875,0.007453125
0.008140625,0.008128125,0.008334375
0.008778125,0.008446875,0.008540625
0.009053125,0.00918125,0.009115625
0.00973125,0.009896875,0.009396875
0.01055,0.01050625,0.010721875
0.01153125,0.011371875,0.01145
0.012234375,0.012459375,0.01245
0.0126,0.01274375,0.012871875
0.013215625,0.013153125,0.01305
0.0139125,0.013940625,0.013871875
0.015240625,0.014965625,0.01504375
0.015521875,0.015459375,0.015184375
0.016125,0.01571875,0.015859375
0.016009375,0.016575,0.016665625
0.0172625,0.01750625,0.01694375
0.017575,0.0171875,0.01739375
0.01798125,0.01764375,0.018046875
0.018409375,0.018759375,0.01846875
0.019296875,0.018665625,0.019059375
0.019415625,0.019128125,0.0192125
0.01929375,0.019821875,0.019025
0.0203625,0.020096875,0.0204
0.020153125,0.0202125,0.0203375
0.020028125,0.020675,0.020046875
0.02103125,0.020559375,0.02091875
0.02058125,0.02090625,0.02095
0.021165625,0.02100625,0.021
0.021253125,0.021409375,0.021134375
0.0209,0.021084375,0.02121875
0.02108125,0.020875,0.021178125
0.02090625,0.0211875,0.020971875
0.0211375,0.021,0.021146875
0.020640625,0.020396875,0.02088125
0.021190625,0.021375,0.02089375
0.0205125,0.0203125,0.020415625
0.02010625,0.01984375,0.020009375
0.020075,0.02026875,0.019965625
0.01946875,0.019803125,0.019671875
0.01925625,0.019065625,0.019521875
0.019140625,0.019190625,0.01934375
0.0186125,0.018546875,0.018553125
0.017946875,0.018128125,0.01770625
0.01729375,0.01743125,0.017815625
0.01720625,0.016990625,0.016784375
0.016296875,0.0162125,0.016228125
0.016028125,0.0160875,0.015596875
0.015171875,0.0158,0.01568125
0.01483125,0.014603125,0.014971875
0.01414375,0.013790625,0.014034375
0.0130375,0.013025,0.0131
0.01300625,0.01286875,0.013215625
0.012425,0.0120625,0.01204375
0.0115375,0.0116125,0.011403125
0.010490625,0.0103875,0.010234375
0.009796875,0.009846875,0.009765625
0.00895,0.008896875,0.008640625
0.0085375,0.008790625,0.008896875
0.007790625,0.008009375,0.00834375
0.007825,0.00778125,0.0078375
0.006403125,0.006509375,0.006546875
0.005296875,0.005215625,0.005296875
0.0040625,0.00399375,0.0039875
0.00280625,0.002940625,0.003084375
0.002178125,0.002175,0.00218125
0.001396875,0.00150625,0.00159375
0.001075,0.00109375,0.000903125
0.0006125,0.000690625,0.00068125
0.0003875,0.000446875,0.000415625
0.0003,0.000290625,0.00029375
0.000196875,0.0001625,0.000203125
0.000146875,0.000140625,0.0001375
5.3125e-5,8.125e-5,0.000103125
6.25e-5,5.9375e-5,7.5e-5
5.3125e-5,5.9375e-5,2.5e-5
4.0625e-5,5.625e-5,2.8125e-5
2.5e-5,3.125e-5,1.875e-5
2.8125e-5,1.875e-5,2.8125e-5
2.8125e-5,1.875e-5,2.1875e-5
2.5e-5,2.1875e-5,3.125e-6
