Cycle 1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.125e-6
0.0
0.0
1.5625e-5
5.3125e-5
0.000109375
0.000375
0.00103125
0.002315625
0.004690625
0.0084375
0.0120625
0.014853125
0.0151875
0.016275
0.019603125
0.021421875
0.02149375
0.024534375
0.02530625
0.02658125
0.028203125
0.0289
0.03084375
0.031065625
0.032840625
0.03300625
0.033196875
0.033621875
0.034153125
0.033640625
0.033553125
0.033590625
0.03249375
0.03228125
0.0315
0.03046875
0.02919375
0.028221875
0.027134375
0.025584375
0.024171875
0.02135
0.0212125
0.01961875
0.016634375
0.015509375
0.014278125
0.012209375
0.00835
0.00495625
0.0022375
0.00103125
0.000390625
0.00013125
4.6875e-5
1.5625e-5
6.25e-6
6.25e-6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
