Cycle 1
0.0013
0.001125
0.0011625
0.0015
0.0012875
0.001375
0.0014375
0.00145
0.0015625
0.00185
0.00225
0.0022875
0.00255
0.00255
0.0028375
0.0032625
0.0034875
0.0038
0.0042
0.0045625
0.005325
0.0055
0.0067375
0.0077375
0.0088
0.009725
0.0105375
0.011125
0.011925
0.012575
0.0139625
0.0143125
0.014475
0.0151375
0.0156625
0.0167
0.0171625
0.016725
0.0173
0.0187
0.0189
0.0187625
0.0199625
0.0212875
0.020825
0.02175
0.0213625
0.0199875
0.0202875
0.0209125
0.022025
0.0209875
0.0215375
0.0217875
0.021275
0.0203625
0.020825
0.0195375
0.0195875
0.0188125
0.0168875
0.0172
0.01675
0.0167625
0.015925
0.0158875
0.0150875
0.0149
0.014475
0.013475
0.0134625
0.0118375
0.01075
0.010425
0.0099375
0.008
0.0074
0.0070375
0.0065875
0.0054375
0.0052
0.004425
0.0040375
0.0036625
0.002775
0.002675
0.002775
0.002425
0.0021125
0.00155
0.001775
0.0016125
0.00145
0.0013625
0.00105
0.0014
0.0012375
0.001425
0.000925
0.0011625
