Cycle 1
0.0097875
0.00985625
0.00941875
0.0095
0.00989375
0.0095625
0.01060625
0.009675
0.00995
0.00964375
0.00949375
0.01053125
0.00975
0.00945625
0.01008125
0.009425
0.01005625
0.00981875
0.009575
0.0099375
0.0102875
0.010025
0.0097875
0.01071875
0.0101
0.009925
0.0097125
0.0099125
0.01006875
0.0095625
0.01023125
0.01065
0.00965
0.00990625
0.00999375
0.0099875
0.010525
0.0103
0.01001875
0.00979375
0.01031875
0.01026875
0.01003125
0.01043125
0.01031875
0.010075
0.0101625
0.01009375
0.0106125
0.01013125
0.01028125
0.0099
0.01006875
0.00996875
0.01036875
0.0102
0.0104125
0.009875
0.01000625
0.01050625
0.01018125
0.00999375
0.0099875
0.009975
0.0099875
0.0102625
0.010225
0.0101625
0.00995625
0.00980625
0.01033125
0.0101875
0.00995625
0.01015625
0.00968125
0.0099625
0.00985
0.01044375
0.0102125
0.00981875
0.01015
0.00973125
0.00976875
0.01008125
0.0097125
0.0097625
0.01005
0.00964375
0.0099875
0.00986875
0.00995
0.01
0.00953125
0.00961875
0.00988125
0.01020625
0.00943125
0.0103125
0.01020625
0.0097625
