q,s,bin,autocorr,jmean,jerr
0.024880000000000003,10.448768185908353,31,-0.003755679949803449,7.807042936421642e-6,1.0148699268168122e-7
0.02578,10.348247013064974,41,-0.0017106325657060542,9.43614183446174e-6,1.1925915283166848e-7
0.0267,10.249055840773229,21,-0.0026829557547322714,1.1939198223604066e-5,1.4337669490562285e-7
0.02766,10.149131459643046,11,-0.010663031524853967,1.5105465196890453e-5,1.7742383126172904e-7
0.02866,10.048665826271042,11,-0.008259434512470265,1.7904983193071083e-5,2.1963411105923394e-7
0.02969,9.948786407611404,11,-0.0009092593564123259,2.275539164757677e-5,2.802848506373093e-7
0.030760000000000003,9.848632623647786,31,-0.0025759361988225357,2.7570157243311208e-5,3.0897068093852243e-7
0.03187,9.748351181123086,31,-0.002275908828133022,3.452930437719335e-5,4.177348462151719e-7
0.033010000000000005,9.64893130044558,11,-0.0037100414816336295,4.15837211255605e-5,4.919268009159179e-7
0.0342,9.548748542793149,11,-0.004370028738125204,5.2218713567702716e-5,6.236734794672438e-7
0.03543,9.448797248379028,31,-0.0013255366730727492,6.501520372243858e-5,7.637237496993487e-7
0.03671,9.348401819211594,11,-0.008299864950184834,8.113852727381454e-5,9.413812111418463e-7
0.03803,9.248470751891622,11,-0.0040470798360490515,0.00010138550034124023,1.2079726666097024e-6
0.03939,9.149075658402632,11,-0.000985153637518043,0.0001231139668618146,1.5053785751362267e-6
0.040810000000000006,9.048892690763191,11,-0.007861427550891935,0.00015000965437426018,1.81078276851856e-6
0.042280000000000005,8.948789384957596,11,-0.014462499111447624,0.00018842245680547498,2.327946193639665e-6
0.043800000000000006,8.848876614556874,11,-0.00011236312014422514,0.00023089828572104158,2.743669845700917e-6
0.045380000000000004,8.748630028187335,21,-0.01180133593219349,0.0002828542282713702,3.4987146982795914e-6
0.04701,8.648804358966444,11,-0.007583989912433191,0.0003569463289281924,4.331567162510929e-6
0.04870000000000001,8.548894336272445,11,-0.0038059257667063962,0.00043608293345461944,5.3597088495981644e-6
0.05045,8.44902665624579,21,-0.007584701454451377,0.0005508560923818065,6.877348525673068e-6
0.052270000000000004,8.348773891869198,11,-0.009145747507231619,0.0006570302058700152,7.673841165996414e-6
0.054150000000000004,8.248816640216011,11,-0.0007521327886511625,0.0008378903300386375,1.0141614224758776e-5
0.056100000000000004,8.148739281722687,11,-0.00064439556285139,0.0010226694070935118,1.2350110289882762e-5
