q,s,bin,autocorr,jmean,jerr
0.001006,19.523838918281577,7,0.0009219423897439393,-1.6845757009409594e-16,7.573932923465739e-15
0.001042,19.424378149297404,5,0.0004368792672520198,-1.7221192509819806e-15,9.721135987447242e-15
0.00108,19.323052551550735,6,0.0009274757031465428,-1.0020737271458057e-14,1.535457170309143e-14
0.001119,19.222702073490314,8,-0.0045997762739369095,1.269533860783752e-14,1.897002607577421e-14
0.0011589999999999999,19.123348054435667,6,-0.0005286078387999077,8.648692395168688e-15,2.619559759271281e-14
0.0012,19.025007154481848,7,-0.006302373867328429,-3.6509693269018904e-14,3.692988156547103e-14
0.0012439999999999999,18.9231402920888,7,-0.0009720091663570819,-3.4996753485929527e-14,5.15294321264052e-14
0.0012879999999999999,18.824814551955374,7,-0.011072392549597973,8.215625263306363e-15,6.963536795836325e-14
0.001335,18.723427946953674,8,0.00015280623441438137,1.9435682041200222e-14,1.0379847713859596e-13
0.001383,18.62350356582349,6,0.0008568388888844845,4.641171090445886e-14,1.3183057878206884e-13
0.001433,18.523037932451487,5,-0.009158561583553554,9.54204534095916e-15,1.7145972326646895e-13
0.0014839999999999999,18.424111458016725,7,-0.002831224810644914,2.3263960237127017e-13,2.5944828018674317e-13
0.001537,18.32484460950596,10,-0.0024273048325368614,-1.3202633987138735e-13,3.672739674701017e-13
0.001593,18.223611037163252,6,-0.007140787540681096,-3.765626630001013e-14,4.566952597677282e-13
0.00165,18.124160493408763,7,-0.00045128057405384,4.71029792048448e-14,6.136132414362284e-13
0.00171,18.023120648973592,7,-0.0030163764016628205,-4.588646925575575e-13,9.097288823874022e-13
0.001771,17.923967890882288,7,-0.0073037525440319785,3.211839094828954e-13,1.2755121363413095e-12
0.0018349999999999998,17.823544614650253,7,-0.007280386520721535,-9.399139443145336e-13,1.7378580761649954e-12
0.001901,17.72358679362002,6,0.00011666065894162166,-1.295662319693292e-13,2.3183568013510214e-12
0.001969,17.624166011357225,9,-0.008990049124137959,2.2276774600939527e-12,3.3390990381610603e-12
0.0020399999999999997,17.52395804897622,6,-3.499266045786696e-5,3.901169949738894e-12,4.716623195337389e-12
0.002113,17.424499941555624,7,0.0009478988009188339,1.1821248289915532e-12,5.874225415134281e-12
