q,mean_val,stderr_val
0.3724,0.23504654852213902,0.002783789037356968
0.405,0.4288547493804947,0.0050546647814178215
0.4404,0.8361659230263611,0.009753046089221085
0.47900000000000004,1.4566237205079036,0.016216963058608216
0.4922,1.7860711548039598,0.05006784210193732
0.4943,1.6034209291295416,0.04784370950972134
0.4964,1.767308919305883,0.05342674035867797
0.4984,1.5777965046644524,0.043293533708667356
0.4995,1.7074489181184862,0.03613115088407028
0.5016,1.7383801477246594,0.021682284887479544
0.5026,1.8418097571961245,0.053376065324983735
0.5037,1.7216368385428091,0.022281988405564408
0.5048,1.5464938728243243,0.04730392430492505
0.5058,1.8385057977449681,0.022763211056114528
0.5069,2.177689447766168,0.06479661625577575
0.5079,1.9295972152002379,0.03150265296734437
0.509,1.8447695769551196,0.05703356211148217
0.5101,1.848286878023111,0.041682107518108184
0.5122,1.7451864597279105,0.019568348523414332
0.5133,1.8757571109452416,0.06449361997137311
0.5142,1.8316898301921791,0.0339331341634949
0.5144000000000001,1.8049721880416822,0.021109733640634173
0.5155000000000001,1.6930516632007389,0.05177869250604136
0.5164,1.9073296645644064,0.038742655681695604
0.5165000000000001,1.9306422473477054,0.025512316041786033
0.5166000000000001,1.8816206222951484,0.04264045089558185
0.5176000000000001,1.8851508661747594,0.06060619068419904
0.5185000000000001,1.8845986933360237,0.03492566222446291
0.5187,1.7627118011176777,0.02316512010250948
0.5197,1.7635611876999988,0.05677443767519212
0.5198,1.892708487957919,0.05909196442611034
0.5207,1.7610435828729065,0.03263589609500109
0.5209,1.8385390639798154,0.01999533376875956
0.5219,1.663195398390312,0.054709825015677414
0.5228,1.8106738144511227,0.02206812988691405
0.5231,1.8059313057262116,0.020526778786830076
0.5241,2.123856963376271,0.06985823953348598
0.5242,1.8552108255641857,0.05643143971722996
0.5251,1.9004933449132555,0.037898620962964924
0.5253,1.8307501156556474,0.021651448039766832
0.5263,1.6746467761756796,0.05206550870576353
0.5264,1.8819207831903026,0.06284126464259059
0.5273,1.5920495195431354,0.02946168338856009
0.5275000000000001,1.835581793592928,0.021510798431886097
0.5286000000000001,1.6232061383012653,0.052118116455665046
0.5295,1.673556169033295,0.03137555765294904
0.5297000000000001,1.7668241731311611,0.02349369243482243
0.5308,1.9128319374546499,0.04362043730410552
0.5318,1.906093893219943,0.03601725347395496
0.5319,1.762384272497697,0.04414808411188635
0.533,1.733060634512254,0.0598336768653537
0.5338,1.9338777156858957,0.025324042843634084
0.5342,1.7795258516950296,0.02209443548693702
0.5352,1.5426807896105856,0.04787427166159516
0.5362,1.7326757965811928,0.03393642500251828
0.5364,1.7421641512198816,0.020063631964137515
0.5375,1.906821112610759,0.06173177889229638
0.5385,1.7983387744250334,0.03943088052606906
0.5387000000000001,1.716359521297909,0.02096536268130956
0.5408000000000001,1.6814551359955985,0.03233050317892075
0.5409,1.6911336228117915,0.028770324422464178
0.541,1.9758801208875338,0.047263451967796105
0.542,1.824052805424191,0.061314880811489676
0.543,1.6222840401642813,0.031060822044409474
0.5443,1.8352463770459566,0.06030298325385323
0.5452,1.7938408203532887,0.023178744257034287
0.5455,1.746429582519516,0.043532870821874486
0.5466,1.6845658578024012,0.056758750224860606
0.5476,1.6841909648971662,0.033299526529463386
0.5478000000000001,1.8802202871670117,0.04729648527007945
0.5489,1.7110058531728018,0.05515858412092297
0.5499,1.6961887830325528,0.03300232559468114
0.5501,1.800250844049763,0.043344574178458446
0.5522,1.7304672098674971,0.03248151603840781
0.5524,1.6733073279717063,0.041416229288994084
0.5535,1.9101797341810924,0.06847776873116526
0.5546,1.8143848449641622,0.037815024837998874
0.5558000000000001,1.8346846921467692,0.07107368482577053
0.5567,1.690438648584243,0.02217138239990169
0.5582,1.9461791746706698,0.08701582857591156
0.5605,1.8248174489215931,0.0675508459046991
0.5665,1.6363270870812348,0.02082715296952541
0.5685,1.666845651397355,0.02126552080847223
0.5806,1.6102730705690385,0.020865165308626497
0.5929,1.6150092228389465,0.020295316781522358
0.6161,1.5928342177687493,0.020621722732776192
1.0190000000000001,1.56818198899178,0.01997815159682021
1.109,1.5718481653857375,0.020022226260739236
1.1320000000000001,1.5986365634053072,0.020958705106067198
1.156,1.6121255387458628,0.020635098692309922
1.181,1.619346640035151,0.020586657043197627
1.191,1.5496163269161314,0.05743069753234539
1.196,1.516966061843782,0.04806137685749444
1.198,1.682964264361146,0.023717088488931636
1.201,1.6770080937016643,0.057214606085075524
1.203,1.7867431489873653,0.024871580023329096
1.206,1.715370932109765,0.02035536994079442
1.208,1.8956496817750594,0.027167033687693885
1.213,1.7383896553190303,0.024671176566854976
1.216,1.6681607204358475,0.05520196257217642
1.221,1.6776900379043036,0.05376698449537006
1.223,1.8980898421897088,0.0264873553967066
1.226,1.9609083329810033,0.06688864117563316
1.228,1.868982871671172,0.025476202112327793
1.231,1.7289609904164291,0.020985761435350647
1.234,1.942846499136156,0.026487449065789846
1.239,1.8797736030791088,0.02453280860107625
1.242,1.9202888757875927,0.06036065581074831
1.247,2.493273123007745,0.08442716759736928
1.249,1.910530226531153,0.02748000569301559
1.252,1.7876717440296912,0.059779267826975825
1.254,1.7313041966299851,0.02342945941291075
1.2570000000000001,1.8863293360403086,0.02173646735383187
1.26,1.9529330967419773,0.02618982050676275
1.2650000000000001,1.757130747613631,0.02268655328432254
1.268,1.5500645032715683,0.04859372154552139
1.2730000000000001,1.8367825159465718,0.06269550871987126
1.276,1.8963914360132839,0.024326468956424235
1.2790000000000001,1.9997081328436688,0.066206034728638
1.281,1.8079781896249745,0.02269922010018163
1.284,1.8800135858515659,0.02100298080039353
1.286,1.7389135720988476,0.021226945352487356
1.292,1.7431778276541494,0.021649265875290397
1.311,1.7444797085715862,0.01958021737231672
1.339,1.6064776417162383,0.017823579056237368
1.367,1.478118492963712,0.017005503727809543
1.3960000000000001,1.2534507516227602,0.01417387996811386
1.426,1.113225010365897,0.012588631766776734
1.487,0.7689383933993155,0.009174410859067075
1.617,0.38384210082948894,0.004472252827510533
1.7590000000000001,0.21586524692443546,0.002597280542012383
1.913,0.12489274479267419,0.0014494957158193553
