Cycle 1,Cycle 2
0.000125,0.0
0.0,0.0
0.000125,0.0
0.000125,0.0
0.0,0.0
0.0,0.0
0.000125,0.0
0.0,0.0
0.00025,0.0
0.0,0.0
0.000125,0.0
0.000125,0.0
0.000375,0.0
0.0,0.0
0.00025,0.0
0.0,0.000375
0.00025,0.000375
0.0005,0.00025
0.0005,0.000125
0.001,0.001125
0.001875,0.000375
0.001125,0.0015
0.001875,0.001125
0.00125,0.001125
0.00225,0.001625
0.004875,0.003
0.004375,0.00325
0.004875,0.003375
0.0045,0.004875
0.007625,0.0075
0.0095,0.0075
0.012,0.01125
0.0125,0.016
0.01475,0.016875
0.016375,0.01825
0.020625,0.018625
0.021375,0.02025
0.02125,0.022875
0.025125,0.02575
0.02675,0.02425
0.025125,0.020375
0.025,0.024
0.026125,0.024
0.025375,0.028875
0.03,0.028
0.03075,0.027
0.02975,0.029
0.03375,0.031875
0.028875,0.030625
0.030125,0.03075
0.02775,0.03
0.028,0.0305
0.026375,0.0315
0.029125,0.031
0.0295,0.02975
0.029375,0.030625
0.0285,0.029875
0.02625,0.024125
0.02425,0.023
0.023875,0.023875
0.024125,0.022
0.020625,0.022375
0.020125,0.0195
0.02225,0.017375
0.020375,0.021375
0.017,0.01975
0.01375,0.0195
0.015375,0.0155
0.012875,0.01375
0.01,0.012375
0.007875,0.010625
0.00825,0.006625
0.00525,0.006375
0.003875,0.00425
0.003625,0.0035
0.003125,0.002375
0.00275,0.003625
0.0015,0.00225
0.002875,0.001875
0.001125,0.000875
0.001375,0.000625
0.0015,0.0005
0.000625,0.000125
0.000625,0.000375
0.00025,0.00025
0.000375,0.000125
0.00025,0.00025
0.0,0.0005
0.000375,0.0
0.000125,0.0005
0.000125,0.000125
0.000125,0.00025
0.0,0.0
0.000125,0.000125
0.0,0.0
0.00025,0.0
0.0,0.0
0.000375,0.0
0.0,0.0
0.000125,0.0
