Cycle 1,Cycle 2
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.000125,0.0
0.0,0.0
0.0,0.0
0.000125,0.0
0.000125,0.0
0.0,0.000125
0.0,0.0
0.00025,0.0
0.00025,0.000125
0.0005,0.000375
0.00025,0.000625
0.000625,0.0005
0.00125,0.0005
0.001125,0.000625
0.001125,0.00125
0.003,0.001375
0.001875,0.002
0.002875,0.00225
0.004625,0.00425
0.004375,0.00475
0.008375,0.00625
0.007,0.008125
0.00975,0.008625
0.013625,0.013375
0.01275,0.014
0.0155,0.01575
0.019,0.017375
0.020875,0.0225
0.021,0.0235
0.0225,0.023875
0.02475,0.022125
0.0225,0.028625
0.028875,0.028375
0.028,0.028375
0.028125,0.025
0.029875,0.0325
0.032375,0.03325
0.0325,0.033875
0.034125,0.031625
0.031625,0.034125
0.031,0.03125
0.03325,0.03625
0.03325,0.033375
0.036125,0.030875
0.036625,0.0345
0.03075,0.031
0.031625,0.033875
0.02825,0.031
0.027625,0.02875
0.025125,0.02575
0.026,0.024
0.026875,0.023875
0.02525,0.025
0.023125,0.020125
0.018,0.0215
0.019,0.0175
0.01925,0.015375
0.014,0.0145
0.0105,0.009125
0.009625,0.01075
0.008,0.006375
0.005375,0.004375
0.00475,0.005625
0.00325,0.003
0.002625,0.00225
0.000875,0.001875
0.001125,0.001375
0.001375,0.00075
0.0005,0.001125
0.00025,0.001125
0.00025,0.000625
0.0005,0.00025
0.0,0.00075
0.000125,0.000375
0.000125,0.000125
0.0,0.000875
0.0,0.000375
0.0,0.000125
0.0,0.000125
0.0,0.000125
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
