Cycle 1,Cycle 2
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.000125,0.000125
0.0,0.0
0.0,0.00025
0.0,0.000125
0.0,0.000375
0.0,0.0
0.0005,0.0005
0.00025,0.00025
0.0,0.00025
0.000625,0.000125
0.00025,0.00025
0.0005,0.000875
0.000625,0.000875
0.00075,0.0015
0.000625,0.001375
0.001875,0.001125
0.0015,0.002125
0.00275,0.0015
0.004,0.003625
0.003875,0.00425
0.005625,0.005625
0.00725,0.008625
0.010875,0.0095
0.01225,0.011
0.0145,0.0155
0.017,0.018125
0.02125,0.0185
0.025,0.022
0.026,0.0265
0.02375,0.02325
0.02575,0.028
0.02825,0.02725
0.02875,0.027
0.02875,0.03
0.031625,0.031125
0.032875,0.03275
0.03725,0.03825
0.033375,0.035625
0.034,0.035375
0.036125,0.035125
0.034625,0.0345
0.03775,0.035125
0.033875,0.036625
0.0385,0.035875
0.033125,0.036
0.034125,0.03125
0.028875,0.029
0.026625,0.02975
0.0295,0.027625
0.02425,0.02725
0.02475,0.02475
0.0255,0.0245
0.02225,0.023
0.022625,0.0225
0.020125,0.016625
0.01575,0.0135
0.011125,0.012875
0.009,0.008875
0.008375,0.0085
0.0045,0.00625
0.00375,0.005
0.002625,0.00325
0.002375,0.002375
0.0015,0.00175
0.001,0.000875
0.000625,0.00125
0.000125,0.0005
0.00025,0.0005
0.000375,0.0005
0.0005,0.00025
0.0005,0.000125
0.000125,0.00025
0.00025,0.0
0.000375,0.00025
0.00025,0.0
0.0005,0.0
0.00025,0.0
0.000375,0.0
0.0,0.000125
0.000125,0.0
0.0,0.0
0.00025,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.000125,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
