Cycle 1,Cycle 2
0.0,0.0
0.0,0.0
0.0,0.00025
0.0,0.000125
0.0,0.0
0.0,0.00025
0.0,0.0
0.0,0.00025
0.0,0.00025
0.000125,0.000125
0.000125,0.0
0.000125,0.000375
0.0,0.000125
0.000125,0.000125
0.000125,0.00025
0.00025,0.00025
0.000375,0.0
0.000625,0.00025
0.00075,0.0005
0.000375,0.001125
0.001,0.000875
0.000875,0.001
0.000875,0.001125
0.001125,0.002
0.00175,0.002125
0.00225,0.002625
0.004125,0.002875
0.003875,0.004625
0.005875,0.007
0.0065,0.007
0.00825,0.009625
0.011,0.01175
0.014375,0.012125
0.014125,0.013
0.01725,0.01575
0.021875,0.019375
0.0215,0.023
0.0195,0.024125
0.021875,0.022625
0.025125,0.02175
0.02325,0.02125
0.022875,0.027
0.022875,0.025
0.02825,0.0325
0.031875,0.0295
0.030625,0.032375
0.030375,0.032375
0.032,0.032125
0.034375,0.03275
0.033125,0.028125
0.03025,0.031625
0.032375,0.030875
0.033375,0.03475
0.030875,0.03325
0.0335,0.03075
0.0315,0.029
0.02775,0.028
0.02475,0.022625
0.02425,0.028375
0.02275,0.0225
0.024875,0.02325
0.020625,0.02425
0.023625,0.02
0.020125,0.021625
0.0205,0.0195
0.019125,0.018125
0.01525,0.01325
0.012875,0.013
0.008625,0.009625
0.00825,0.00875
0.009,0.0065
0.006,0.004875
0.00525,0.00425
0.002375,0.00475
0.0025,0.00275
0.001875,0.00225
0.00175,0.002125
0.002625,0.00125
0.001125,0.001875
0.0005,0.000875
0.001,0.00075
0.00025,0.000625
0.000125,0.000375
0.000125,0.0005
0.00075,0.0005
0.000375,0.00025
0.000875,0.000125
0.000625,0.00025
0.0005,0.000125
0.00025,0.000125
0.0,0.0
0.000375,0.0
0.000375,0.0
0.00025,0.0
0.000125,0.0
0.0,0.0
0.0,0.000125
0.0,0.0
0.0,0.0
0.0,0.0
