Cycle 1,Cycle 2
0.00675,0.007
0.0075,0.00675
0.0055,0.007625
0.009125,0.005875
0.00675,0.00575
0.006375,0.006125
0.00825,0.006375
0.007625,0.005625
0.00725,0.007875
0.0095,0.00525
0.007,0.007
0.00775,0.005875
0.00675,0.007375
0.00875,0.007375
0.00925,0.006125
0.009375,0.007875
0.007,0.006125
0.00625,0.0065
0.007875,0.007625
0.008375,0.009625
0.00825,0.009125
0.0075,0.009625
0.00725,0.01025
0.008125,0.008
0.008375,0.008875
0.009375,0.01025
0.00925,0.011375
0.00925,0.011
0.0125,0.0095
0.011125,0.010625
0.00875,0.011375
0.012125,0.01425
0.011625,0.010875
0.011625,0.01475
0.0125,0.012375
0.01025,0.0125
0.010625,0.01325
0.012625,0.014625
0.010625,0.01525
0.0135,0.01175
0.012625,0.013125
0.013875,0.014375
0.014625,0.014
0.013625,0.01325
0.015625,0.014125
0.012875,0.01525
0.0125,0.013375
0.014375,0.014125
0.014625,0.01175
0.013,0.01125
0.01225,0.0135
0.013125,0.0125
0.015625,0.011375
0.01625,0.01375
0.014125,0.014
0.011625,0.012375
0.012375,0.01325
0.011,0.012375
0.014375,0.012125
0.011625,0.0125
0.01275,0.010875
0.0115,0.012875
0.013,0.012625
0.011875,0.014875
0.014,0.015125
0.011875,0.011125
0.012,0.014125
0.013,0.0115
0.010375,0.0115
0.011625,0.011875
0.009875,0.009375
0.011625,0.0085
0.0095,0.010875
0.010375,0.008625
0.008,0.0105
0.008625,0.008875
0.008625,0.010125
0.008625,0.01
0.01,0.00975
0.007125,0.00875
0.008625,0.008625
0.010125,0.00825
0.009,0.008
0.00725,0.005875
0.009125,0.007625
0.0075,0.00875
0.008625,0.01025
0.006375,0.006625
0.00525,0.009625
0.008625,0.005875
0.00825,0.0085
0.00825,0.007375
0.00875,0.00775
0.00975,0.00725
0.007,0.005625
0.007125,0.006875
0.0075,0.007375
0.006,0.00675
0.006625,0.007375
0.0075,0.006
