Cycle 1,Cycle 2
0.0005,0.00075
0.000625,0.00075
0.001125,0.00025
0.00075,0.000625
0.00075,0.0005
0.0005,0.00025
0.000875,0.000125
0.0015,0.0005
0.001125,0.00075
0.001375,0.000625
0.00075,0.000625
0.001625,0.000875
0.000875,0.001
0.00175,0.001125
0.002125,0.0015
0.0015,0.00275
0.002,0.00175
0.002,0.0025
0.003625,0.002375
0.002625,0.003625
0.002875,0.00375
0.003875,0.0025
0.004625,0.005875
0.006125,0.004
0.007125,0.006125
0.00825,0.006875
0.007,0.00775
0.011125,0.008375
0.00975,0.009375
0.0115,0.0115
0.010875,0.01175
0.015875,0.011375
0.016125,0.0175
0.019625,0.016125
0.017375,0.0175
0.018,0.018875
0.01825,0.018875
0.022375,0.020875
0.01825,0.02175
0.02025,0.01775
0.01925,0.02125
0.020375,0.0195
0.0255,0.0215
0.020625,0.02375
0.021875,0.023125
0.028125,0.0255
0.026375,0.022125
0.025875,0.029875
0.026875,0.02775
0.025625,0.022125
0.023625,0.02675
0.026875,0.025625
0.027,0.02625
0.0255,0.026
0.0265,0.024625
0.024875,0.026
0.022,0.02225
0.02125,0.021125
0.018125,0.01925
0.018125,0.02075
0.01975,0.020125
0.019,0.016875
0.019,0.021125
0.02125,0.019125
0.0185,0.018
0.016625,0.015375
0.016,0.013125
0.01525,0.015
0.01125,0.014875
0.0115,0.014375
0.0085,0.009
0.009375,0.010375
0.00725,0.0105
0.0075,0.008375
0.00525,0.009
0.005125,0.00625
0.003625,0.006875
0.004875,0.004625
0.0035,0.00375
0.003875,0.002875
0.0025,0.00275
0.0025,0.00175
0.0025,0.002375
0.001625,0.001875
0.001125,0.00125
0.0015,0.00125
0.001375,0.001625
0.000375,0.001
0.001125,0.001
0.000625,0.000875
0.00025,0.001625
0.000625,0.000875
0.000875,0.001125
0.000625,0.00075
0.000375,0.00075
0.000875,0.00075
0.00075,0.000125
0.000375,0.000625
0.000625,0.001
0.00075,0.000125
