Cycle 1,Cycle 2,Cycle 3
0.00286875,0.00260625,0.00280625
0.00279375,0.002840625,0.00288125
0.0030625,0.0027625,0.002834375
0.003078125,0.002984375,0.00293125
0.0029,0.00314375,0.003053125
0.00346875,0.0033125,0.00315
0.003440625,0.0033375,0.0034375
0.003734375,0.003590625,0.003546875
0.00365,0.00376875,0.003734375
0.00415,0.004003125,0.004075
0.004471875,0.004475,0.004225
0.00468125,0.004584375,0.004703125
0.004803125,0.00475625,0.0049375
0.005221875,0.005409375,0.005025
0.005234375,0.005665625,0.005725
0.00615625,0.00593125,0.005834375
0.00628125,0.00623125,0.006390625
0.00684375,0.00706875,0.0068
0.007215625,0.00701875,0.006975
0.00763125,0.007753125,0.007484375
0.008,0.008040625,0.0078375
0.008671875,0.008528125,0.008590625
0.0091,0.00890625,0.00885
0.00901875,0.009125,0.0095
0.009621875,0.009840625,0.00975
0.010125,0.01005625,0.00995625
0.010546875,0.010684375,0.01040625
0.0108875,0.0112375,0.01124375
0.0118125,0.01161875,0.011596875
0.012175,0.012115625,0.011915625
0.012278125,0.012353125,0.01238125
0.012853125,0.01271875,0.01293125
0.0129625,0.012978125,0.0134375
0.0136625,0.01375,0.0136125
0.014328125,0.014075,0.01378125
0.0142,0.01425625,0.014553125
0.014675,0.0148,0.01494375
0.015046875,0.0148625,0.01479375
0.01551875,0.015821875,0.01559375
0.015928125,0.015915625,0.01555625
0.016096875,0.0161625,0.015746875
0.016121875,0.01605,0.016175
0.016309375,0.0165625,0.016678125
0.016871875,0.01651875,0.016884375
0.01670625,0.016503125,0.01659375
0.016609375,0.017021875,0.01686875
0.017159375,0.01720625,0.017346875
0.01704375,0.016965625,0.016896875
0.01710625,0.017028125,0.017140625
0.01699375,0.0169,0.017040625
0.017359375,0.01735625,0.017153125
0.0170875,0.017325,0.017115625
0.01725625,0.0167625,0.017059375
0.016925,0.017025,0.017175
0.016909375,0.016884375,0.01714375
0.01695625,0.0166875,0.0164125
0.01636875,0.016396875,0.016578125
0.016290625,0.0166375,0.01665625
0.016025,0.0166625,0.016325
0.015821875,0.015484375,0.015975
0.015778125,0.01555,0.0157625
0.015353125,0.015303125,0.015496875
0.015059375,0.015475,0.014928125
0.014478125,0.01460625,0.01474375
0.014490625,0.014525,0.014409375
0.0144,0.013671875,0.013796875
0.01361875,0.013825,0.014
0.01300625,0.013484375,0.013496875
0.01294375,0.012753125,0.0127375
0.012709375,0.01246875,0.01256875
0.012053125,0.012190625,0.01194375
0.011425,0.011309375,0.0115375
0.01130625,0.011003125,0.01105625
0.01073125,0.01065,0.010753125
0.010025,0.010284375,0.010459375
0.00975625,0.00961875,0.00986875
0.0094,0.00944375,0.00956875
0.008828125,0.008834375,0.00875
0.008471875,0.008375,0.00804375
0.008196875,0.008359375,0.008109375
0.00746875,0.007584375,0.007759375
0.007153125,0.0071,0.0071125
0.0065125,0.006775,0.006696875
0.006421875,0.006425,0.006465625
0.006009375,0.00591875,0.00581875
0.005846875,0.005690625,0.0055375
0.005153125,0.005409375,0.005559375
0.005025,0.004603125,0.004984375
0.00456875,0.004709375,0.004528125
0.00440625,0.004171875,0.0040125
0.004078125,0.004121875,0.003753125
0.003665625,0.00386875,0.004021875
0.003496875,0.00358125,0.00351875
0.00335625,0.00340625,0.0033625
0.003234375,0.00309375,0.003184375
0.002996875,0.00313125,0.003053125
0.003034375,0.003028125,0.00294375
0.00275,0.002934375,0.0029625
0.002925,0.00288125,0.0031
0.002746875,0.002765625,0.002846875
