Cycle 1,Cycle 2,Cycle 3
0.0021125,0.001984375,0.0058875
0.001984375,0.002009375,0.00590625
0.0021125,0.002121875,0.006065625
0.002246875,0.002209375,0.006
0.002434375,0.00224375,0.006
0.002415625,0.002453125,0.005978125
0.0026375,0.002703125,0.006084375
0.002846875,0.002896875,0.006409375
0.00306875,0.003225,0.00645625
0.00349375,0.003184375,0.006603125
0.003596875,0.00366875,0.006959375
0.003990625,0.003975,0.006815625
0.004153125,0.00445625,0.0072
0.004540625,0.0047375,0.006984375
0.005240625,0.005165625,0.007246875
0.005303125,0.005528125,0.00791875
0.005878125,0.005765625,0.007825
0.00625625,0.00633125,0.008009375
0.006725,0.0067125,0.008415625
0.007359375,0.007359375,0.008721875
0.00790625,0.007909375,0.0088
0.008278125,0.00835,0.008940625
0.00879375,0.00865625,0.009540625
0.009325,0.009784375,0.009515625
0.00975625,0.009659375,0.009996875
0.010390625,0.010096875,0.009828125
0.010753125,0.010890625,0.010684375
0.0110875,0.010990625,0.0106
0.011571875,0.01188125,0.011171875
0.012375,0.012321875,0.01110625
0.01303125,0.012615625,0.011334375
0.013165625,0.013246875,0.0115625
0.0137875,0.0136125,0.011415625
0.013803125,0.0136625,0.0122875
0.0144125,0.01434375,0.012428125
0.0154125,0.015209375,0.01249375
0.01491875,0.0153,0.01275
0.0157125,0.01595,0.0128375
0.01605625,0.015590625,0.013103125
0.016496875,0.016609375,0.013134375
0.0163875,0.016678125,0.01354375
0.01724375,0.0167125,0.013153125
0.01681875,0.016934375,0.01355625
0.0170375,0.01759375,0.014109375
0.017665625,0.017403125,0.014
0.017715625,0.017528125,0.014159375
0.01794375,0.01773125,0.013828125
0.017915625,0.01808125,0.014215625
0.017628125,0.01773125,0.01393125
0.017953125,0.018265625,0.01419375
0.0181375,0.018028125,0.013978125
0.01799375,0.01783125,0.014025
0.017925,0.018140625,0.013859375
0.018065625,0.01771875,0.014121875
0.0178625,0.01749375,0.01391875
0.017521875,0.017478125,0.0140875
0.01718125,0.017475,0.013228125
0.0168375,0.0172,0.013865625
0.016978125,0.016625,0.0133125
0.0166375,0.01679375,0.013690625
0.016165625,0.016346875,0.0135125
0.0162875,0.015934375,0.013109375
0.01564375,0.01563125,0.012621875
0.01563125,0.015725,0.0127875
0.015,0.0145875,0.01239375
0.01450625,0.014646875,0.012396875
0.014003125,0.014146875,0.011921875
0.01344375,0.013684375,0.011796875
0.01331875,0.01309375,0.011740625
0.012553125,0.0125625,0.01124375
0.01215625,0.0120875,0.0109625
0.01194375,0.01193125,0.010921875
0.0110625,0.0113625,0.010565625
0.0106875,0.010803125,0.0105625
0.01008125,0.010153125,0.01004375
0.009871875,0.009528125,0.0099125
0.009309375,0.00915625,0.0096125
0.008871875,0.008825,0.009409375
0.008203125,0.008571875,0.009228125
0.00766875,0.007715625,0.008953125
0.00715625,0.007059375,0.00846875
0.006871875,0.006846875,0.0084625
0.00668125,0.0066375,0.00820625
0.006,0.00580625,0.007825
0.0055125,0.005409375,0.00765625
0.00495,0.005275,0.007303125
0.004959375,0.0048125,0.007575
0.0043375,0.0042875,0.0073125
0.003803125,0.00418125,0.00683125
0.003575,0.00385,0.0067625
0.00328125,0.00325625,0.00665
0.0030375,0.003040625,0.00649375
0.002759375,0.002815625,0.006271875
0.002584375,0.002709375,0.006171875
0.002296875,0.00231875,0.00615625
0.002428125,0.00228125,0.006171875
0.002165625,0.002059375,0.0062625
0.00214375,0.00201875,0.005940625
0.00213125,0.00200625,0.006009375
0.002034375,0.001978125,0.005975
